ts,production,job_id,shot_id,queue_latency_sec,status,vendor
2026-08-29T18:45:00Z,PALS,rq-pal-160,PAL-160,59.713,completed,LUMENFRAME
2026-08-29T18:50:00Z,PALS,rq-pal-161,PAL-161,27.206,completed,HELIOSFORGE
2026-08-29T18:50:00Z,PALS,rq-pal-162,PAL-162,46.698,completed,PRISMWORKS
2026-08-29T18:50:00Z,PALS,rq-pal-163,PAL-163,45.321,completed,VANTASTUDIO
2026-08-29T18:50:00Z,PALS,rq-pal-164,PAL-164,59.485,completed,LUMENFRAME
2026-08-29T18:55:00Z,PALS,rq-pal-165,PAL-165,59.255,completed,HELIOSFORGE
2026-08-29T18:55:00Z,PALS,rq-pal-166,PAL-166,26.733,completed,PRISMWORKS
2026-08-29T18:55:00Z,PALS,rq-pal-167,PAL-167,40.88,completed,VANTASTUDIO
2026-08-29T18:55:00Z,PALS,rq-pal-168,PAL-168,41.796,completed,LUMENFRAME
2026-08-29T19:00:00Z,PALS,rq-pal-169,PAL-169,58.343,completed,HELIOSFORGE
2026-08-29T19:00:00Z,PALS,rq-pal-170,PAL-170,56.769,completed,PRISMWORKS
2026-08-29T19:00:00Z,PALS,rq-pal-171,PAL-171,43.268,completed,VANTASTUDIO
2026-08-29T19:00:00Z,PALS,rq-pal-172,PAL-172,50.715,completed,LUMENFRAME
2026-08-29T19:05:00Z,PALS,rq-pal-173,PAL-173,53.534,completed,HELIOSFORGE
2026-08-29T19:05:00Z,PALS,rq-pal-174,PAL-174,34.186,completed,PRISMWORKS
2026-08-29T19:05:00Z,PALS,rq-pal-175,PAL-175,37.806,completed,VANTASTUDIO
2026-08-29T19:05:00Z,PALS,rq-pal-176,PAL-176,54.221,completed,LUMENFRAME
2026-08-29T19:10:00Z,PALS,rq-pal-177,PAL-177,52.896,completed,HELIOSFORGE
2026-08-29T19:10:00Z,PALS,rq-pal-178,PAL-178,41.524,completed,PRISMWORKS
2026-08-29T19:10:00Z,PALS,rq-pal-179,PAL-179,57.801,completed,VANTASTUDIO
2026-08-29T19:10:00Z,PALS,rq-pal-180,PAL-180,40.096,completed,LUMENFRAME
2026-08-29T19:15:00Z,PALS,rq-pal-181,PAL-181,30.881,completed,HELIOSFORGE
2026-08-29T19:15:00Z,PALS,rq-pal-182,PAL-182,44.127,failed,PRISMWORKS
2026-08-29T19:15:00Z,PALS,rq-pal-183,PAL-183,27.136,completed,VANTASTUDIO
2026-08-29T19:15:00Z,PALS,rq-pal-184,PAL-184,47.127,completed,LUMENFRAME
2026-08-29T19:20:00Z,PALS,rq-pal-185,PAL-185,28.183,completed,HELIOSFORGE
2026-08-29T19:20:00Z,PALS,rq-pal-186,PAL-186,32.804,completed,PRISMWORKS
2026-08-29T19:20:00Z,PALS,rq-pal-187,PAL-187,40.358,completed,VANTASTUDIO
2026-08-29T19:20:00Z,PALS,rq-pal-188,PAL-188,27.338,completed,LUMENFRAME
2026-08-29T19:25:00Z,PALS,rq-pal-189,PAL-189,50.054,completed,HELIOSFORGE
2026-08-29T19:25:00Z,PALS,rq-pal-190,PAL-190,43.973,completed,PRISMWORKS
2026-08-29T19:25:00Z,PALS,rq-pal-191,PAL-191,39.437,completed,VANTASTUDIO
2026-08-29T19:25:00Z,PALS,rq-pal-192,PAL-192,48.88,completed,LUMENFRAME
2026-08-29T19:30:00Z,PALS,rq-pal-193,PAL-193,57.122,completed,HELIOSFORGE
2026-08-29T19:30:00Z,PALS,rq-pal-194,PAL-194,42.792,completed,PRISMWORKS
2026-08-29T19:30:00Z,PALS,rq-pal-195,PAL-195,52.074,completed,VANTASTUDIO
2026-08-29T19:30:00Z,PALS,rq-pal-196,PAL-196,55.95,completed,LUMENFRAME
2026-08-29T19:35:00Z,PALS,rq-pal-197,PAL-197,51.81,completed,HELIOSFORGE
2026-08-29T19:35:00Z,PALS,rq-pal-198,PAL-198,54.762,completed,PRISMWORKS
2026-08-29T19:35:00Z,PALS,rq-pal-199,PAL-199,46.055,completed,VANTASTUDIO
2026-08-29T19:35:00Z,PALS,rq-pal-200,PAL-200,38.773,completed,LUMENFRAME
2026-08-29T19:40:00Z,PALS,rq-pal-201,PAL-201,31.329,completed,HELIOSFORGE
2026-08-29T19:40:00Z,PALS,rq-pal-202,PAL-202,54.531,completed,PRISMWORKS
2026-08-29T19:40:00Z,PALS,rq-pal-203,PAL-203,36.867,completed,VANTASTUDIO
2026-08-29T19:40:00Z,PALS,rq-pal-204,PAL-204,48.699,completed,LUMENFRAME
2026-08-29T19:45:00Z,PALS,rq-pal-205,PAL-205,58.749,completed,HELIOSFORGE
2026-08-29T19:45:00Z,PALS,rq-pal-206,PAL-206,55.931,completed,PRISMWORKS
2026-08-29T19:45:00Z,PALS,rq-pal-207,PAL-207,44.582,completed,VANTASTUDIO
2026-08-29T19:45:00Z,PALS,rq-pal-208,PAL-208,56.016,completed,LUMENFRAME
2026-08-29T19:50:00Z,PALS,rq-pal-209,PAL-209,28.948,completed,HELIOSFORGE
2026-08-29T19:50:00Z,PALS,rq-pal-210,PAL-210,57.717,completed,PRISMWORKS
2026-08-29T19:50:00Z,PALS,rq-pal-211,PAL-211,38.824,completed,VANTASTUDIO
2026-08-29T19:50:00Z,PALS,rq-pal-212,PAL-212,38.672,completed,LUMENFRAME
2026-08-29T19:55:00Z,PALS,rq-pal-213,PAL-213,55.744,completed,HELIOSFORGE
2026-08-29T19:55:00Z,PALS,rq-pal-214,PAL-214,38.04,completed,PRISMWORKS
2026-08-29T19:55:00Z,PALS,rq-pal-215,PAL-215,42.953,completed,VANTASTUDIO
2026-08-29T19:55:00Z,PALS,rq-pal-216,PAL-216,39.863,completed,LUMENFRAME
2026-08-29T20:00:00Z,PALS,rq-pal-217,PAL-217,37.743,completed,HELIOSFORGE
2026-08-29T20:00:00Z,PALS,rq-pal-218,PAL-218,53.503,completed,PRISMWORKS
2026-08-29T20:00:00Z,PALS,rq-pal-219,PAL-219,26.953,completed,VANTASTUDIO
2026-08-29T20:00:00Z,PALS,rq-pal-220,PAL-220,39.829,completed,LUMENFRAME
2026-08-29T20:05:00Z,PALS,rq-pal-221,PAL-221,29.574,completed,HELIOSFORGE
2026-08-29T20:05:00Z,PALS,rq-pal-222,PAL-222,48.003,completed,PRISMWORKS
2026-08-29T20:05:00Z,PALS,rq-pal-223,PAL-223,55.303,completed,VANTASTUDIO
2026-08-29T20:05:00Z,PALS,rq-pal-224,PAL-224,56.735,completed,LUMENFRAME
2026-08-29T20:10:00Z,PALS,rq-pal-225,PAL-225,26.566,completed,HELIOSFORGE
2026-08-29T20:10:00Z,PALS,rq-pal-226,PAL-226,27.804,completed,PRISMWORKS
2026-08-29T20:10:00Z,PALS,rq-pal-227,PAL-227,25.15,completed,VANTASTUDIO
2026-08-29T20:10:00Z,PALS,rq-pal-228,PAL-228,49.542,completed,LUMENFRAME
2026-08-29T20:15:00Z,PALS,rq-pal-229,PAL-229,51.403,completed,HELIOSFORGE
2026-08-29T20:15:00Z,PALS,rq-pal-230,PAL-230,54.768,completed,PRISMWORKS
2026-08-29T20:15:00Z,PALS,rq-pal-231,PAL-231,31.359,completed,VANTASTUDIO
2026-08-29T20:15:00Z,PALS,rq-pal-232,PAL-232,45.645,completed,LUMENFRAME
2026-08-29T20:20:00Z,PALS,rq-pal-233,PAL-233,36.8,completed,HELIOSFORGE
2026-08-29T20:20:00Z,PALS,rq-pal-234,PAL-234,59.765,completed,PRISMWORKS
2026-08-29T20:20:00Z,PALS,rq-pal-235,PAL-235,49.198,completed,VANTASTUDIO
2026-08-29T20:20:00Z,PALS,rq-pal-236,PAL-236,48.585,completed,LUMENFRAME
2026-08-29T20:25:00Z,PALS,rq-pal-237,PAL-237,38.23,completed,HELIOSFORGE
2026-08-29T20:25:00Z,PALS,rq-pal-238,PAL-238,49.405,completed,PRISMWORKS
2026-08-29T20:25:00Z,PALS,rq-pal-239,PAL-239,43.131,completed,VANTASTUDIO
2026-08-29T20:25:00Z,PALS,rq-pal-240,PAL-240,58.884,completed,LUMENFRAME
2026-08-29T20:30:00Z,PALS,rq-pal-001,PAL-001,41.694,completed,HELIOSFORGE
2026-08-29T20:30:00Z,PALS,rq-pal-002,PAL-002,43.912,completed,PRISMWORKS
2026-08-29T20:30:00Z,PALS,rq-pal-003,PAL-003,27.059,completed,VANTASTUDIO
2026-08-29T20:30:00Z,PALS,rq-pal-004,PAL-004,55.146,completed,LUMENFRAME
2026-08-29T20:35:00Z,PALS,rq-pal-005,PAL-005,47.443,completed,HELIOSFORGE
2026-08-29T20:35:00Z,PALS,rq-pal-006,PAL-006,56.739,completed,PRISMWORKS
2026-08-29T20:35:00Z,PALS,rq-pal-007,PAL-007,26.222,completed,VANTASTUDIO
2026-08-29T20:35:00Z,PALS,rq-pal-008,PAL-008,30.293,completed,LUMENFRAME
2026-08-29T20:40:00Z,PALS,rq-pal-009,PAL-009,30.667,completed,HELIOSFORGE
2026-08-29T20:40:00Z,PALS,rq-pal-010,PAL-010,28.066,completed,PRISMWORKS
2026-08-29T20:40:00Z,PALS,rq-pal-011,PAL-011,47.866,completed,VANTASTUDIO
2026-08-29T20:40:00Z,PALS,rq-pal-012,PAL-012,32.536,completed,LUMENFRAME
2026-08-29T20:45:00Z,PALS,rq-pal-013,PAL-013,46.81,completed,HELIOSFORGE
2026-08-29T20:45:00Z,PALS,rq-pal-014,PAL-014,29.755,completed,PRISMWORKS
2026-08-29T20:45:00Z,PALS,rq-pal-015,PAL-015,51.84,completed,VANTASTUDIO
2026-08-29T20:45:00Z,PALS,rq-pal-016,PAL-016,39.176,completed,LUMENFRAME
2026-08-29T20:50:00Z,PALS,rq-pal-017,PAL-017,32.019,completed,HELIOSFORGE
2026-08-29T20:50:00Z,PALS,rq-pal-018,PAL-018,40.886,completed,PRISMWORKS
2026-08-29T20:50:00Z,PALS,rq-pal-019,PAL-019,30.678,completed,VANTASTUDIO
2026-08-29T20:50:00Z,PALS,rq-pal-020,PAL-020,54.102,completed,LUMENFRAME
2026-08-29T20:55:00Z,PALS,rq-pal-021,PAL-021,58.937,completed,HELIOSFORGE
2026-08-29T20:55:00Z,PALS,rq-pal-022,PAL-022,47.43,completed,PRISMWORKS
2026-08-29T20:55:00Z,PALS,rq-pal-023,PAL-023,57.705,completed,VANTASTUDIO
2026-08-29T20:55:00Z,PALS,rq-pal-024,PAL-024,41.59,completed,LUMENFRAME
2026-08-29T21:00:00Z,PALS,rq-pal-025,PAL-025,44.959,completed,HELIOSFORGE
2026-08-29T21:00:00Z,PALS,rq-pal-026,PAL-026,53.789,completed,PRISMWORKS
2026-08-29T21:00:00Z,PALS,rq-pal-027,PAL-027,28.515,completed,VANTASTUDIO
2026-08-29T21:00:00Z,PALS,rq-pal-028,PAL-028,33.734,completed,LUMENFRAME
2026-08-29T21:05:00Z,PALS,rq-pal-029,PAL-029,41.73,completed,HELIOSFORGE
2026-08-29T21:05:00Z,PALS,rq-pal-030,PAL-030,30.474,completed,PRISMWORKS
2026-08-29T21:05:00Z,PALS,rq-pal-031,PAL-031,51.248,completed,VANTASTUDIO
2026-08-29T21:05:00Z,PALS,rq-pal-032,PAL-032,37.655,completed,LUMENFRAME
2026-08-29T21:10:00Z,PALS,rq-pal-033,PAL-033,27.132,completed,HELIOSFORGE
2026-08-29T21:10:00Z,PALS,rq-pal-034,PAL-034,44.228,completed,PRISMWORKS
2026-08-29T21:10:00Z,PALS,rq-pal-035,PAL-035,33.69,completed,VANTASTUDIO
2026-08-29T21:10:00Z,PALS,rq-pal-036,PAL-036,51.078,completed,LUMENFRAME
2026-08-29T21:15:00Z,PALS,rq-pal-037,PAL-037,50.365,completed,HELIOSFORGE
2026-08-29T21:15:00Z,PALS,rq-pal-038,PAL-038,44.458,completed,PRISMWORKS
2026-08-29T21:15:00Z,PALS,rq-pal-039,PAL-039,27.101,completed,VANTASTUDIO
2026-08-29T21:15:00Z,PALS,rq-pal-040,PAL-040,53.96,completed,LUMENFRAME
2026-08-29T21:20:00Z,PALS,rq-pal-041,PAL-041,36.116,completed,HELIOSFORGE
